claim_number,age_of_driver,gender,marital_status,safety_rating,annual_income,high_education,address_change,property_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present,liab_prct,channel,police_report,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,total_claim,injury_claim,policy deductible,annual premium,days open,form defects,fraud reported
60777216,43,M,1,77,82908.8,0,1,Rent,15034,12/14/2024,Saturday,Highway,0,0,31,Phone,1,7,Compact,16377.19813,gray,10863.48041,3675.500867,2000,1356.92,9.574793567,11,N
60860160,30,F,1,76,19024.0,0,1,Own,80017,4/24/2023,Monday,Parking Lot,4,0,30,Phone,1,3,Medium,36888.83005,black,20702.30122,5272.17858,1000,766.19,9.925085532,4,Y
61420032,66,F,1,73,82908.8,1,1,Own,50047,5/5/2023,Friday,Local,6,0,24,Phone,1,3,Compact,13065.0535,gray,4796.042894,5725.401171,1000,840.95,9.025226026,6,N
62042112,36,F,1,71,19024.0,1,1,Own,20163,2/5/2024,Monday,Highway,0,1,51,Phone,1,10,Large,64999.48751,red,11551.63874,5098.731407,1000,1347.04,7.78790715,5,Y
62830080,53,F,0,20,82908.8,0,1,Own,15019,1/4/2024,Thursday,Parking Lot,0,0,80,Phone,0,12,Large,12111.96795,black,17293.77544,8503.876875,1000,1503.21,8.796606861,4,N
62892288,50,M,0,74,19024.0,1,1,Rent,80002,5/9/2024,Thursday,Local,1,0,64,Phone,1,8,Medium,8416.173049,red,16036.91188,14658.54081,1000,1722.5,8.958562386,4,Y
65152512,34,M,1,96,82908.8,1,1,Rent,50011,2/27/2023,Monday,Highway,0,1,18,Phone,1,4,Large,61059.95721,other,24271.01785,1408.513357,500,951.56,9.868256658,3,N
65173248,36,M,1,64,19024.0,0,1,Own,85060,5/27/2024,Monday,Local,1,0,98,Phone,1,7,Medium,16109.35786,gray,8141.063035,4560.413983,500,1533.71,8.931580007,5,Y
65276928,34,M,0,77,82908.8,1,1,Own,85034,8/25/2023,Friday,Highway,0,0,94,Phone,1,2,Large,14651.37431,gray,23909.54551,6356.101032,500,1093.83,6.915656673,2,N
65463552,41,F,1,79,19024.0,1,1,Own,15044,5/13/2023,Saturday,Parking Lot,0,0,9,Phone,1,5,Compact,39377.19958,silver,18629.84078,12289.74854,2000,1101.83,9.944811378,3,Y
65733120,44,M,0,95,19024.0,1,1,Own,15035,4/24/2023,Monday,Parking Lot,0,0,66,Phone,1,6,Large,14916.02104,other,26629.30359,2152.098016,1000,1503.21,9.503690698,3,Y
65795328,33,F,0,52,19024.0,0,1,Own,15038,7/3/2023,Monday,Local,0,1,18,Phone,1,5,Large,17395.1776,white,55494.83447,4651.050678,500,944.03,9.360281488,5,Y
66230784,58,M,0,94,19024.0,1,1,Rent,20111,6/5/2024,Wednesday,Local,0,0,15,Phone,1,10,Compact,14859.23367,red,26951.87873,4790.972457,500,1383.49,8.089116498,6,Y
66251520,22,M,0,66,49488.0,1,1,Rent,80022,5/18/2024,Saturday,Local,0,0,5,Phone,0,4,Large,29432.96359,white,22824.90891,5708.300949,2000,1356.92,9.190707194,2,N
66562560,49,M,0,57,82908.8,0,0,Rent,80105,5/25/2024,Saturday,Highway,0,0,12,Phone,1,3,Large,14946.46615,white,10038.57838,6292.212469,500,951.56,7.92421234,2,N
66790656,27,M,1,70,82908.8,0,1,Rent,85077,5/2/2024,Thursday,Local,0,0,72,Phone,1,4,Large,7553.369109,white,9410.139142,5134.33751,1000,988.93,9.529864781,3,N
68656896,39,F,1,50,82908.8,1,1,Rent,15035,5/29/2023,Monday,Parking Lot,0,1,67,Phone,0,4,Large,13377.29782,gray,43082.85254,6228.768985,1000,1347.04,10.01206863,3,N
69030144,39,M,1,62,82908.8,1,1,Own,80016,3/3/2024,Sunday,Local,0,0,1,Phone,1,3,Large,22245.20343,black,12071.15177,8323.31257,500,951.56,7.110850906,8,N
69714432,58,M,1,61,19024.0,1,0,Own,20109,1/24/2023,Tuesday,Local,0,0,27,Phone,1,6,Large,29144.6191,white,24453.04301,9512.566553,1000,1503.21,8.808914907,7,Y
70502400,42,M,1,83,92585.6,1,0,Own,50046,9/12/2024,Thursday,Highway,0,1,75,Phone,1,3,Medium,26434.67407,red,27338.654,5072.88662,500,1383.49,8.551921331,7,N
70523136,63,F,1,83,92585.6,0,0,Rent,80005,10/4/2023,Wednesday,Highway,0,1,13,Phone,1,9,Medium,11135.2973,blue,13326.50743,4310.604514,2000,1356.92,8.551532705,4,N
70564608,45,F,0,78,92585.6,1,0,Own,80014,9/20/2023,Wednesday,Local,1,0,27,Phone,0,3,Compact,34431.74417,gray,13831.72071,2944.40771,1000,1060.74,10.35451839,3,N
71767296,51,M,1,84,82908.8,1,1,Rent,50012,5/1/2024,Wednesday,Parking Lot,0,0,32,Phone,1,3,Large,28246.25471,silver,9205.41843,2020.769073,1000,1347.04,8.562515935,7,N
75147264,40,F,1,44,99017.6,1,0,Own,20152,8/2/2023,Wednesday,Local,0,0,23,Phone,0,4,Medium,17706.35344,gray,28222.9377,8546.215603,2000,1101.83,8.590505345,0,N
75748608,37,M,1,34,27504.0,1,1,Rent,50047,1/4/2023,Wednesday,Local,0,0,26,Phone,0,6,Compact,24906.4477,silver,40777.70875,6258.272212,1000,1235.14,8.357253628,5,Y
75935232,34,M,1,69,99017.6,1,1,Rent,15001,12/7/2023,Thursday,Highway,0,0,93,Phone,0,5,Compact,30312.54592,other,19812.57005,1035.813708,1000,1347.04,9.30387421,5,N
75955968,59,M,1,77,139830.4,0,0,Rent,80003,11/22/2024,Friday,Local,0,0,17,Phone,0,7,Large,11911.80224,blue,12468.3469,3801.324509,1000,1310.8,10.71404196,4,N
76080384,29,M,1,86,84964.8,1,0,Rent,80007,9/26/2023,Tuesday,Parking Lot,0,0,2,Phone,0,3,Compact,47551.7204,white,41235.22694,2440.377029,500,1383.49,8.019448318,5,N
76184064,48,M,1,86,99017.6,1,0,Rent,85008,5/10/2023,Wednesday,Local,4,0,73,Phone,1,3,Large,7604.310637,other,6104.112722,3948.450399,1000,766.19,9.024795588,5,N
76225536,51,F,1,62,139830.4,0,0,Rent,15022,9/24/2024,Tuesday,Local,0,0,91,Phone,0,9,Compact,36691.6968,silver,9553.015158,8106.575218,1000,1060.74,9.518174913,8,N
76536576,38,M,0,77,27504.0,1,1,Rent,50047,7/31/2023,Monday,Local,0,0,1,Phone,0,4,Compact,23424.1873,gray,18919.05439,6348.457065,1000,1331.94,8.667788782,4,Y
76598784,36,M,1,55,99017.6,0,1,Rent,15010,5/17/2023,Wednesday,Local,0,0,56,Phone,1,2,Compact,26714.73966,black,27447.44025,4936.416718,1000,1361.45,8.443370658,5,N
77241600,34,M,1,86,84964.8,0,1,Rent,50012,7/27/2023,Thursday,Parking Lot,0,0,99,Phone,0,7,Medium,21535.38953,other,12933.23498,5001.632608,500,1564.43,8.700239686,1,N
77469696,53,F,1,36,139830.4,0,1,Rent,80002,9/20/2023,Wednesday,Local,0,0,36,Phone,1,8,Compact,32129.13765,blue,31157.99241,3645.189061,1000,1235.14,6.951643947,6,N
77718528,42,M,1,79,27504.0,1,1,Rent,85026,3/13/2024,Wednesday,Parking Lot,0,0,25,Phone,1,7,Medium,34833.96618,blue,15660.71862,3881.786874,2000,1356.92,8.510603186,2,Y
77780736,42,F,1,86,99017.6,1,1,Rent,50039,10/24/2023,Tuesday,Parking Lot,3,1,46,Phone,1,5,Large,23703.48502,white,13098.87652,6162.259768,1000,766.19,9.105605149,2,N
77822208,38,F,1,66,139830.4,1,1,Own,85030,11/10/2024,Sunday,Parking Lot,0,0,58,Phone,1,8,Medium,51692.09313,gray,17326.64972,5513.658062,1000,1060.74,7.745290471,6,N
78465024,39,F,1,78,139830.4,1,0,Rent,15010,12/29/2023,Friday,Highway,0,0,42,Phone,0,5,Large,31826.53492,other,18002.81458,4201.252319,2000,1101.83,6.908437158,7,N
79605504,30,M,1,45,27504.0,1,1,Rent,50005,5/3/2024,Friday,Local,0,0,18,Phone,0,10,Compact,9545.482937,other,11107.26378,1755.153005,1000,1503.21,9.937123297,2,Y
79750656,37,F,1,69,139830.4,0,0,Rent,15033,2/19/2024,Monday,Local,0,0,84,Phone,0,7,Large,27710.27163,gray,28200.73733,5481.9472,500,944.03,9.47283796,2,N
80165376,36,M,1,71,99017.6,0,1,Rent,15052,8/22/2023,Tuesday,Local,0,0,2,Phone,1,4,Compact,10220.94575,black,21735.41681,3010.157655,1000,1347.04,7.820709038,3,N
80310528,55,M,1,75,27504.0,1,0,Rent,20113,11/28/2024,Thursday,Local,0,0,70,Phone,0,8,Medium,8915.775964,silver,22568.01143,3099.659354,1000,766.19,8.784321094,6,Y
80414208,40,F,0,56,139830.4,1,1,Own,50046,7/28/2024,Sunday,Parking Lot,0,1,96,Phone,1,6,Large,23201.36834,black,29408.74251,9353.183183,500,951.56,7.899302533,5,N
80704512,38,F,0,91,27504.0,1,0,Rent,85002,6/3/2024,Monday,Local,0,0,67,Phone,1,6,Large,20472.54213,other,40859.08527,3183.774766,1000,1361.45,9.343083019,3,Y
80766720,42,F,0,31,99017.6,0,1,Rent,50020,9/19/2024,Thursday,Parking Lot,0,0,11,Phone,1,10,Large,18759.54358,other,27902.87941,7631.601202,2000,1188.51,10.14292555,4,N
81139968,37,M,1,80,139830.4,1,1,Rent,50043,11/9/2024,Saturday,Parking Lot,0,0,100,Phone,0,7,Compact,25347.11172,black,23204.35905,3328.796565,500,1672.88,9.183690393,0,N
82695168,43,F,1,82,139830.4,1,0,Rent,50037,11/8/2023,Wednesday,Parking Lot,0,0,1,Phone,1,6,Compact,8098.739419,white,26579.26379,6616.044828,1000,1436.79,9.252183492,4,N
83089152,52,F,1,51,27504.0,1,1,Own,85051,11/30/2024,Saturday,Local,2,0,94,Phone,1,6,Medium,24336.15107,gray,18510.11764,5193.101572,1000,1200.09,9.000530017,1,Y
83213568,49,F,1,71,139830.4,1,1,Own,15060,8/31/2023,Thursday,Local,0,1,41,Phone,0,6,Large,35085.86868,silver,15788.62993,6539.463452,1000,988.93,7.370496922,4,N
83649024,33,F,0,64,84964.8,0,0,Rent,85019,8/23/2024,Friday,Local,0,0,84,Phone,0,6,Large,12268.74008,white,13310.08215,8553.07681,1000,1248.05,9.089891907,4,N
83669760,53,M,1,84,27504.0,0,1,Rent,20155,6/23/2023,Friday,Local,0,0,70,Phone,0,4,Compact,26858.03162,white,10326.75712,7874.641634,500,1564.43,8.109465347,5,Y
83773440,57,F,0,84,139830.4,1,0,Rent,50046,6/1/2023,Thursday,Parking Lot,0,0,35,Phone,1,6,Large,16220.1885,black,31717.59093,1462.333915,500,722.66,8.448839817,5,N
84188160,48,F,0,73,139830.4,1,0,Own,85077,12/11/2023,Monday,Highway,0,0,99,Phone,1,10,Medium,25488.8076,blue,25819.32818,2511.091704,1000,766.19,6.999939323,4,N
84623616,45,M,1,65,27504.0,1,1,Own,80028,5/19/2024,Sunday,Parking Lot,0,0,34,Phone,1,5,Large,16962.80772,black,26019.03251,9101.09618,2000,1101.83,9.497954357,3,Y
85929984,51,F,1,96,82908.8,1,1,Rent,85032,9/13/2024,Friday,Local,3,1,13,Phone,1,5,Medium,18648.9879,gray,27837.47009,6115.431335,2000,1453.61,6.662352842,2,N
88915968,58,F,0,58,159411.2,1,1,Own,80015,4/25/2024,Thursday,Parking Lot,0,0,0,Phone,1,5,Compact,13519.06885,blue,20562.05994,6986.042222,1000,840.95,8.033285329,7,N
88957440,35,M,1,91,159411.2,1,1,Own,20153,2/25/2024,Sunday,Local,0,0,7,Phone,0,8,Large,12715.32026,blue,22652.90056,5172.215988,1000,1503.21,6.797688914,2,N
89040384,37,M,0,86,159411.2,0,1,Own,20160,9/10/2023,Sunday,Local,0,0,100,Phone,1,4,Medium,63308.26785,blue,14531.21833,4189.313398,1000,1722.5,9.803175907,3,N
89309952,35,F,1,85,159411.2,1,1,Own,20131,2/23/2023,Thursday,Parking Lot,0,1,1,Phone,1,4,Compact,71711.90509,gray,11578.99365,4709.179271,1000,1280.88,8.825008979,3,N
91155456,43,M,0,77,30188.8,1,1,Own,20148,3/5/2024,Tuesday,Local,0,0,5,Phone,0,4,Compact,5103.742711,silver,32645.38062,5604.170987,1000,1060.74,9.303787669,3,Y
91300608,45,M,0,76,30915.2,1,1,Own,50012,10/13/2023,Friday,Highway,0,0,30,Phone,0,1,Medium,15669.42338,gray,31841.39122,5770.045661,500,951.56,9.114391107,7,Y
93436416,51,M,1,82,82908.8,0,1,Own,80030,9/25/2023,Monday,Local,0,0,39,Phone,0,2,Large,20782.42583,black,13005.75713,6101.237816,1000,1722.5,8.506290241,5,N
93623040,41,M,1,83,82908.8,1,1,Rent,85082,5/17/2023,Wednesday,Parking Lot,0,0,51,Phone,0,5,Compact,38659.68696,red,15771.76772,1843.014895,1000,1280.88,10.09204064,4,N
93643776,47,M,0,63,82908.8,1,0,Rent,80025,2/27/2024,Tuesday,Local,0,0,29,Phone,1,5,Compact,4334.01484,white,10540.47704,8706.075349,500,722.66,8.310544507,4,N
93705984,50,F,1,77,82908.8,1,1,Own,80044,3/31/2024,Sunday,Local,1,0,75,Phone,0,4,Large,27137.99188,other,5530.218693,5194.016189,1000,1235.14,9.21019234,3,N
94203648,35,F,1,69,82908.8,1,1,Own,85045,7/4/2024,Thursday,Parking Lot,0,1,9,Phone,1,6,Large,16412.57916,red,25314.37515,2054.155224,500,1093.83,10.00264511,3,N
94307328,39,M,1,87,82908.8,0,0,Own,85027,9/20/2024,Friday,Local,0,0,1,Phone,1,4,Medium,10683.26765,black,32938.50134,10639.02556,1000,1331.94,9.471003637,0,N
94328064,47,F,0,86,82908.8,1,1,Rent,80034,5/7/2024,Tuesday,Local,0,1,86,Phone,0,1,Compact,16520.74542,silver,16279.9853,5540.524558,1000,1361.45,9.524066284,3,N
94867200,57,F,1,49,82908.8,1,0,Own,20109,8/25/2024,Sunday,Local,0,0,49,Phone,1,7,Compact,20886.37158,black,25842.80412,5327.331995,500,722.66,9.557051689,8,N
96007680,48,M,0,74,82908.8,0,1,Own,20112,4/1/2024,Monday,Local,0,0,34,Phone,0,2,Medium,25110.33993,white,24899.13676,3043.425895,500,1672.88,8.059035689,4,N
96235776,39,M,1,80,82908.8,1,0,Rent,50008,11/20/2023,Monday,Local,2,0,51,Phone,1,5,Medium,16651.02401,gray,23443.05021,6384.948596,500,722.66,8.45182184,3,N
96256512,48,M,1,85,82908.8,0,1,Rent,15033,11/1/2024,Friday,Local,0,0,58,Phone,0,5,Medium,32346.73631,blue,27912.7933,4498.19337,1000,1235.14,7.674805005,3,N
96546816,46,F,1,76,31251.2,1,1,Rent,0,12/19/2023,Tuesday,Highway,0,0,50,Phone,1,5,Large,12164.55181,blue,25055.29082,5313.40671,1000,1060.74,8.139447364,1,Y
96650496,32,F,1,63,25468.8,1,1,Own,80003,12/17/2023,Sunday,Local,0,0,17,Phone,0,5,Large,37405.80613,gray,56468.6306,2926.199497,1000,1200.09,8.606499006,4,Y
96837120,43,F,1,82,87097.6,1,1,Own,80014,7/9/2024,Tuesday,Parking Lot,3,0,0,Phone,1,7,Medium,13197.18778,other,41107.85272,5051.061871,1000,988.93,7.123126935,6,N
96857856,66,M,1,85,25468.8,1,1,Own,50011,6/26/2023,Monday,Highway,1,0,36,Phone,0,7,Compact,26415.06806,silver,23835.69077,9092.766276,1000,1331.94,9.762773392,4,Y
97127424,43,M,1,86,25468.8,1,0,Own,15032,8/23/2024,Friday,Highway,0,0,65,Phone,1,3,Medium,23149.12639,gray,38575.64954,5141.326417,2000,1101.83,9.277319963,3,Y
97189632,57,M,1,78,87097.6,0,1,Own,15035,10/28/2024,Monday,Local,0,0,99,Phone,1,4,Medium,15991.69903,black,26252.11357,5617.922326,1000,840.95,10.67972175,0,N
98827776,37,F,0,89,87097.6,1,1,Rent,50020,7/25/2023,Tuesday,Local,1,0,10,Phone,0,5,Compact,30482.24695,gray,43292.93153,4346.152959,500,1672.88,11.00424724,2,N
99035136,39,M,0,74,25468.8,1,0,Rent,20105,11/25/2024,Monday,Parking Lot,0,0,98,Phone,0,3,Compact,13053.75399,silver,8127.61215,2745.939512,500,722.66,8.978306847,5,Y
99553536,44,F,0,84,25468.8,1,1,Rent,80025,10/12/2024,Saturday,Highway,0,0,93,Phone,0,5,Compact,18490.75044,red,10760.64444,2026.384479,1000,1200.09,8.069519839,2,Y
100051200,61,M,1,84,25468.8,1,1,Own,80023,11/1/2024,Friday,Parking Lot,1,0,67,Phone,1,5,Medium,19610.03166,silver,45935.37098,7657.283797,1000,1722.5,10.91087376,3,Y
101627136,60,M,1,66,25468.8,0,1,Rent,80016,2/19/2024,Monday,Parking Lot,0,0,61,Phone,0,6,Compact,52364.1875,blue,8178.138977,7574.268117,2000,1453.61,8.708590625,4,Y
102290688,58,F,1,88,87097.6,1,1,Rent,85004,5/26/2024,Sunday,Parking Lot,2,0,70,Phone,1,6,Large,30490.9917,silver,29998.14846,9615.605452,1000,766.19,8.780937799,4,N
102622464,40,M,1,82,87097.6,0,1,Own,50011,2/8/2024,Thursday,Local,0,0,96,Phone,0,5,Compact,7948.369481,other,20613.18298,8043.455793,500,1093.83,9.932993575,5,N
102726144,36,F,1,67,87097.6,0,0,Own,15001,5/19/2023,Friday,Local,1,0,42,Phone,1,5,Medium,28651.58585,silver,34685.46026,3563.981676,2000,1188.51,10.16553225,1,N
103389696,57,M,1,72,24704.0,1,0,Own,50054,1/30/2023,Monday,Local,1,0,97,Phone,1,5,Large,21607.23033,other,14892.18215,4093.705496,500,1383.49,9.687702262,6,Y
104550912,58,F,1,66,44979.2,1,1,Rent,85021,6/3/2024,Monday,Local,0,1,97,Phone,1,3,Medium,12051.43649,silver,38226.656,7737.149395,500,722.66,8.916994171,4,Y
109175040,52,M,1,85,82908.8,1,1,Own,50009,4/27/2023,Thursday,Local,0,1,97,Phone,0,10,Compact,20526.5135,white,13913.55519,2754.657912,1000,1361.45,9.102640774,4,N
111248640,64,F,1,79,111603.2,1,0,Own,80024,8/19/2024,Monday,Highway,0,0,18,Phone,1,4,Large,17521.62526,gray,20588.7566,1664.81468,500,722.66,8.45772304,6,N
111435264,45,F,1,94,111603.2,0,0,Own,85060,8/27/2023,Sunday,Local,0,1,89,Phone,1,8,Compact,31748.3848,white,11779.17422,2886.300186,1000,1310.8,10.44499315,2,N
111456000,49,M,1,61,111603.2,1,0,Rent,20152,10/27/2024,Sunday,Local,0,0,22,Phone,0,1,Compact,50387.36398,red,31000.23026,4387.746522,1000,1436.79,7.10712634,5,N
111953664,33,M,1,43,111603.2,1,0,Own,80022,1/22/2024,Monday,Local,0,0,29,Phone,1,7,Large,30406.96599,blue,46393.48336,4299.146534,2000,1188.51,10.93654495,3,N
112264704,46,M,1,89,111603.2,0,0,Own,50020,7/8/2024,Monday,Local,0,0,100,Phone,1,2,Compact,24199.79109,red,12596.23332,4313.831173,500,944.03,9.685608036,5,N
112368384,50,M,1,64,111603.2,0,1,Own,15042,9/21/2023,Thursday,Parking Lot,0,0,22,Phone,0,6,Medium,20195.70079,other,29416.95199,3449.030543,500,1672.88,8.555930435,4,N
112389120,50,F,0,84,111603.2,1,1,Own,85029,7/7/2024,Sunday,Local,0,1,60,Phone,1,8,Medium,3435.745425,white,10061.61764,9000.846693,1000,1248.05,8.216510595,4,N
116971776,22,F,1,86,49433.6,0,0,Rent,20111,7/20/2023,Thursday,Parking Lot,0,0,79,Phone,0,4,Medium,14610.10973,white,52695.02343,7055.647275,1000,840.95,7.922050797,6,Y
117967104,63,M,0,64,111603.2,0,0,Own,15025,9/24/2023,Sunday,Parking Lot,0,0,33,Phone,0,7,Large,12053.1946,silver,17588.96198,7994.264449,1000,1060.74,9.369118766,5,N
118920960,67,F,1,83,111603.2,1,1,Own,20153,5/24/2023,Wednesday,Local,0,0,69,Phone,0,6,Large,15266.06366,red,28274.01588,2843.041701,500,1564.43,10.50628931,3,N
118962432,71,F,0,70,28185.6,0,1,Rent,20112,10/18/2024,Friday,Highway,0,1,94,Phone,0,6,Medium,14513.99749,blue,11045.57161,3170.758011,1000,1280.88,7.888254194,2,Y
122176512,54,M,1,89,100164.8,0,1,Own,15007,10/31/2023,Tuesday,Local,0,0,96,Phone,1,5,Compact,26328.64389,black,13388.27934,7493.734216,1000,766.19,7.880408422,1,N
122217984,44,F,1,63,91539.2,0,0,Own,50047,9/17/2023,Sunday,Local,1,0,100,Phone,1,8,Compact,21094.15078,silver,9844.446,2053.775605,1000,1060.74,8.963999585,4,N
123109632,40,F,1,78,91539.2,0,0,Own,15049,5/19/2024,Sunday,Local,1,0,5,Phone,1,7,Medium,16661.71759,black,35302.06834,2446.521797,2000,1453.61,9.219025621,4,N
123171840,49,F,0,76,91539.2,1,1,Own,20110,11/25/2024,Monday,Parking Lot,1,0,87,Phone,0,1,Large,20733.55411,white,19669.31038,2914.994541,500,1564.43,8.980870807,5,N
123669504,25,F,1,87,107304.0,1,1,Rent,85012,4/8/2024,Monday,Parking Lot,0,0,77,Phone,1,3,Large,38039.82561,gray,10521.20982,4880.715337,1000,1200.09,7.405748744,5,N
123835392,51,F,1,79,100164.8,1,1,Rent,50051,4/12/2024,Friday,Parking Lot,0,0,28,Phone,0,3,Compact,43474.79019,black,31402.76471,4323.443627,1000,1361.45,9.605037371,3,N
123856128,42,M,1,86,91539.2,0,1,Own,20143,3/30/2023,Thursday,Parking Lot,0,0,98,Phone,0,8,Medium,18503.77549,silver,56969.05027,3690.464629,2000,1188.51,8.46445549,1,N
123918336,50,M,1,69,107304.0,0,1,Rent,15009,2/27/2024,Tuesday,Parking Lot,4,0,22,Phone,1,6,Large,35873.75048,gray,18528.99947,6455.549823,2000,1101.83,9.062746528,7,N
124001280,30,F,1,85,91539.2,1,0,Own,50014,6/4/2023,Sunday,Highway,0,0,94,Phone,1,6,Large,6159.613941,gray,16484.71261,7414.094218,1000,1503.21,9.174998877,3,N
124913664,51,F,1,50,91539.2,0,1,Rent,85035,4/25/2024,Thursday,Parking Lot,0,0,3,Phone,0,2,Medium,24095.29368,red,53562.44505,2979.56517,500,1533.71,9.349167477,5,N
124955136,78,M,1,35,107304.0,1,1,Own,85028,4/14/2024,Sunday,Highway,2,1,41,Phone,1,8,Medium,38630.35265,silver,42570.32974,4913.195282,1000,1200.09,7.479910084,5,N
125100288,70,F,1,67,91539.2,1,1,Own,15028,8/25/2023,Friday,Local,0,0,50,Phone,1,0,Compact,20788.8497,other,11628.3138,2355.082088,1000,988.93,9.329632978,4,N
125121024,47,F,1,81,107304.0,1,1,Own,85075,6/17/2024,Monday,Highway,0,0,11,Phone,0,6,Compact,29591.10806,gray,27335.55933,3482.633615,1000,1331.94,9.37362621,6,N
125162496,45,M,1,84,100164.8,1,0,Own,80007,2/2/2023,Thursday,Parking Lot,0,0,100,Phone,1,5,Compact,7443.512618,white,28439.17997,6632.424945,1000,1361.45,10.37159686,5,N
125266176,44,F,1,81,107304.0,1,1,Own,85074,4/8/2024,Monday,Local,0,0,2,Phone,1,4,Large,24615.23688,red,19466.36395,6078.033343,2000,1101.83,8.727052856,3,N
125286912,49,F,1,72,100164.8,1,1,Rent,80005,10/19/2023,Thursday,Highway,0,1,98,Phone,0,4,Compact,24838.4725,blue,45890.47455,3188.322729,1000,840.95,8.557430457,2,N
125950464,44,F,0,83,91539.2,1,0,Rent,50046,8/3/2023,Thursday,Highway,0,0,50,Phone,0,3,Large,15174.76877,gray,16078.65707,5130.623866,500,1383.49,7.290002119,2,N
127194624,23,M,1,70,100164.8,0,1,Rent,20117,12/12/2023,Tuesday,Local,2,0,50,Phone,1,3,Medium,28102.47515,gray,47716.9963,3944.148771,1000,1235.14,9.563965446,4,N
137541888,51,M,1,57,82908.8,1,1,Rent,20143,3/28/2023,Tuesday,Highway,1,0,1,Phone,1,5,Medium,13253.7951,blue,33080.53903,3606.825408,1000,766.19,10.46803363,3,N
144156672,51,F,1,90,82908.8,1,0,Own,20146,5/23/2023,Tuesday,Local,1,0,23,Phone,1,4,Medium,19780.65298,red,7349.476382,8220.823356,1000,1436.79,9.905628239,1,N
180486144,51,M,1,73,82908.8,0,1,Rent,80016,3/21/2024,Thursday,Local,0,0,17,Phone,0,5,Large,14022.72449,black,40793.86473,3159.929611,2000,1101.83,9.924508363,5,N
191559168,51,F,1,75,82908.8,1,1,Rent,80003,4/17/2023,Monday,Local,0,0,74,Phone,1,3,Medium,15900.28731,other,18858.84097,2532.271753,1000,1200.09,9.500695661,4,N
211984128,22,M,1,59,49444.8,1,1,Rent,80014,9/18/2023,Monday,Highway,2,0,95,Phone,1,5,Large,33198.08481,blue,92931.97933,2173.43658,1000,1248.05,7.306696643,2,N
212958720,19,F,0,87,47091.2,1,0,Own,20106,4/25/2023,Tuesday,Local,0,0,0,Phone,0,6,Medium,34349.7746,other,43098.69652,4090.066248,2000,1188.51,7.940887561,7,N
215612928,51,M,1,76,82908.8,1,1,Rent,15009,10/6/2023,Friday,Local,0,0,25,Phone,0,8,Large,41287.44354,black,17267.32056,5247.098517,1000,1200.09,8.733251707,6,N
229195008,52,F,1,48,82908.8,1,0,Own,50003,11/20/2024,Wednesday,Local,2,1,64,Phone,1,2,Medium,24912.96031,black,18633.44028,3750.10619,500,1055.6,9.276903876,2,N
229775616,22,M,1,65,49460.8,1,1,Rent,85042,6/5/2024,Wednesday,Parking Lot,0,0,21,Phone,1,4,Medium,8449.266179,other,32504.14072,7446.482957,500,1518.54,9.524799769,0,N
234026496,51,M,1,74,82908.8,1,0,Own,85079,3/28/2023,Tuesday,Local,0,0,56,Phone,1,1,Large,46461.60918,black,15256.55162,4934.44971,2000,1239.06,7.927054524,5,N
249993216,20,F,0,90,47916.8,1,0,Rent,50054,4/23/2023,Sunday,Parking Lot,1,0,28,Phone,0,4,Compact,28159.97933,silver,26882.63969,6483.745235,500,1055.6,9.179273998,1,N
269920512,22,M,0,62,49480.0,1,0,Own,50049,6/20/2024,Thursday,Highway,0,1,98,Phone,1,6,Medium,33979.2558,gray,23642.43503,6860.255901,500,1055.6,10.65609071,1,N
281035008,22,M,1,88,49436.8,0,1,Rent,15051,3/13/2024,Wednesday,Local,0,0,65,Phone,0,6,Large,31687.60322,silver,51252.35505,6838.046863,500,1055.6,8.864380742,6,N
281180160,22,M,0,62,49483.2,1,1,Rent,15012,7/29/2023,Saturday,Parking Lot,0,0,0,Phone,1,4,Large,21035.84633,gray,11556.338,4738.424819,1000,1726.91,8.142526892,5,N
288790272,51,M,1,63,82908.8,0,0,Rent,80106,11/7/2024,Thursday,Parking Lot,0,0,44,Phone,0,3,Medium,14444.80411,silver,50373.52442,8014.245604,1000,999.43,10.43363023,7,N
289142784,51,M,0,65,82908.8,0,1,Rent,20164,10/5/2024,Saturday,Local,0,0,50,Phone,1,8,Large,22311.8843,blue,26566.02632,4678.474529,2000,1246.68,8.305210126,2,N
294637824,51,F,1,84,82908.8,1,1,Rent,85010,3/1/2024,Friday,Highway,0,1,50,Phone,1,5,Compact,14716.62505,white,22756.66318,5098.537448,500,1518.54,9.772455509,3,N
295819776,51,F,1,61,82908.8,1,1,Own,15009,5/22/2023,Monday,Local,2,0,85,Phone,1,5,Compact,11889.10199,other,14184.99885,7225.602273,1000,1324.78,9.099912673,3,N
299738880,40,M,1,70,91539.2,0,1,Rent,50054,8/6/2023,Sunday,Parking Lot,0,0,1,Phone,1,5,Medium,32729.42379,red,16175.9465,4593.062022,500,1518.54,10.00907286,6,N
299759616,48,F,1,84,107304.0,1,1,Rent,15042,4/1/2023,Saturday,Local,0,0,65,Phone,1,4,Medium,29008.44843,black,12019.05347,4794.441232,2000,1239.06,8.279066025,3,N
300008448,64,M,1,87,100164.8,0,0,Own,50042,8/22/2024,Thursday,Local,2,1,90,Phone,1,6,Compact,9400.689518,black,8098.389849,9448.561371,500,1354.2,8.579517826,6,N
